,0,1
32245,لكي تستبين عجمته,لِكَيْ تسْتبِينَ عُجْمَتُه
32246,وتضح قال الأزهري,وتَضِحَ قال الأَزهري
32247,والذي قاله أبوالعباس,والذي قاله أَبوالعباس
32248,وأبو الهيثم أبين,وأَبو الهَيْثم أَبْينُ
32249,وأوضحوفي حديث عطاء,وأَوْضَحُوفي حديث عطاء
32250,سئل عن رجل,سُئل عن رجل
32251,لهز رجلا فقطع,لَهَزَ رجلاً فقَطَعَ
32252,بعض لسانه فعجم,بعضَ لسانه فعَجَمَ
32253,كلامه فقال يعرض,كلامَه فقال يُعْرَضُ
32254,كلامه على المعجم,كلامُه على المُعْجَم
32255,فما نقص كلامه,فما نقَصَ كلامُه
32256,منها قسمت عليه,منها قُسِمَت عليه
32257,الدية قال ابن,الدِّيةُ قال ابن
32258,الأثير حروف المعجم,الأَثير حروف المعجم
32259,من التعجيم وهو,من التَّعْجيم وهو
32260,إزالة العجمة الكتاب,إزالة العُجْمة الكتاب
32261,خلاف قولك أعربته,خلافُ قولك أَعْرَبْتُه
32262,الشعر صعب وطويل,الشِّعرُ صَعْبٌ وطَويلٌ
32263,سلمه إذا ارتقى,سُلَّمُهْ إذا ارْتَقَى
32264,يعلمه زلت به,يَعْلَمُهْ زَلَّتْ به
32265,إلى الحضيض قدمه,إلى الحَضِيضِ قَدَمُهْ
32266,والشعر لا يسطيعه,والشِّعْرُ لا يَسْطِيعُه
32267,من يظلمه يريد,مَنْ يَظْلِمُهْ يُريدُ
32268,أن يعربه فيعجمه,أَنْ يُعْرِبَه فَيُعجِمُهْ
32269,معناه يريد أن,معناه يريد أَن
32270,يبينه فيجعله مشكلا,يُبيِّنَه فَيَجْعَلُه مُشْكِلاً
32271,لا بيان له,لا بَيانَ له
32272,وقيل يأتي به,وقيل يأْتي به
32273,أعجميا أي يلحن,أَعْجَمِيّاً أَي يَلْحَنُ
32274,رفعه على المخالفة,رَفَعَه على المُخالفة
32275,لأنه يريد أن,لأَنه يريد أَن
32276,يعربه ولا يريد,يُعْربَه ولا يُريدُ
32277,أن يعجمه وقال,أَن يُعْجِمه وقال
32278,الأخفش لوقوعه موقع,الأَخفش لوُقوعه مَوْقِع
32279,المرفوع لأنه أراد,المرفوع لأَنه أَراد
32280,أن يقول يريد,أَن يقول يريد
32281,أن يعربه فيقع,أَن يعربه فيقَعُ
32282,موقع الإعجام فلما,مَوْقعَ الإعْجام فلما
32283,وضع قوله فيعجمه,وضع قوله فيُعْجِمُه
32284,موضع قوله فيقع,موضعَ قوله فيقعُ
32285,رفعه وأنشد الفراء,رَفعَه وأَنشد الفراء
32286,الدار أقوت بعد,الدارُ أَقْوَتْ بَعْدَ
32287,محرنجم من معرب,محْرَنْجِمِ مِنْ مُعْرِبٍ
32288,فيها ومن معجم,فيها ومِنْ مُعْجِمِ
32289,والعجم النقط بالسواد,والعَجْمُ النَّقْطُ بالسواد
32290,نقطتان يقال أعجمت,نُقْطتان يقال أَعْجَمْتُ
32291,الحرف والتعجيم مثله,الحرفَ والتَّعْجِيمُ مِثْلُه
32292,هي الحروف المقطعة,هي الحُروفُ المُقَطَّعَةُ
32293,من سائر حروف,من سائر حروفِ
32294,الأممومعنى حروف المعجم,الأُمَمومعنى حروفِ المعجم
32295,أي حروف الخط,أَي حروف الخَطِّ
32296,المعجم كما تقول,المُعْجَم كما تقول
32297,مسجد الجامع أي,مسجد الجامعِ أَي
32298,مسجد اليوم الجامع,مسجد اليوم الجامعِ
32299,وصلاة الأولى أي,وصلاةُ الأُولى أَي
32300,صلاة الساعة الأولى,صلاة الساعةِ الأُولى
32301,إليه أبو العباس,إليه أَبو العباس
32302,المبرد من أن,المبرد من أَن
32303,المعجم هنا مصدر,المُعْجَم هنا مصدر
32304,وتقول أعجمت الكتاب,وتقول أَعْجَمْتُ الكتابَ
32305,معجما وأكرمته مكرما,مُعْجَماً وأَكْرَمتُه مُكْرَماً
32306,والمعنى عنده حروف,والمعنى عنده حروفُ
32307,الإعجام أي التي,الإعْجامِ أَي التي
32308,من شأنها أن,من شأْنها أَن
32309,تعجم ومنه قوله,تَعْجَم ومنه قوله
32310,سهم نضال أي,سَهْمُ نِضالٍ أَي
32311,من شأنه أن,من شأْنه أَنْ
32312,يتناضل بهوأعجم الكتاب,يُتَناضَلَ بهوأَعْجَم الكتابَ
32313,وعجمه نقطه قال,وعَجَّمَه نَقَطَه قال
32314,ابن جني أعجمت,ابن جني أَعْجَمْتُ
32315,الكتاب أزلت استعجامه,الكتاب أَزَلْتُ اسْتِعْجامَه
32316,السلب لأن أفعلت,السَّلْب لأَن أَفْعَلْتُ
32317,وإن كان أصلها,وإن كان أَصْلُها
32318,الإثبات فقد تجيء,الإثْباتَ فقد تجيء
32319,للسلب كقولهم أشكيت,للسلب كقولهم أَشْكَيْتُ
32320,زيدا أي زلت,زيداً أَي زُلْتُ
32321,له عما يشكوه,له عَمَّا يَشكُوه
32322,الساعة آتية أكاد,الساعة آتية أَكادُ
32323,أخفيها تأويله والله,أُخْفِيها تأْويله والله
32324,أعلم عند أهل,أَعلم عند أَهل
32325,النظر أكاد أظهرها,النظر أَكاد أُظْهرها
32326,وتلخيص هذه اللفظة,وتلخيصُ هذه اللفظةِ
32327,أكاد أزيل خفاءها,أَكادُ أُزِيل خَفاءَها
32328,أي سترهاوقالوا عجمت,أَي سَتْرَهاوقالوا عَجَّمْتُ
32329,الكتاب فجاءت فعلت,الكتابَ فجاءت فَعَّلْت
32330,للسلب أيضا كما,للسَّلْب أَيضاً كما
32331,جاءت أفعلت وله,جاءت أَفْعَلْت وله
32332,تقدم ومنها ما,تقدّم ومنها ما
32333,سيأتي وحروف المعجم,سيأْتي وحُروفُ المُعْجَم
32334,منهوكتاب معجم إذا,منهوكتابٌ مُعْجمٌ إذا
32335,أعجمه كاتبه بالنقط,أَعْجمَه كاتبُه بالنَّقْط
32336,سمي معجما لأن,سُمِّي مُعْجَماً لأَن
32337,شكول النقط فيها,شُكول النَّقْط فيها
32338,عجمة لا بيان,عُجمةٌ لا بيانَ
32339,لها كالحروف المعجمة,لها كالحروف المُعْجَمة
32340,لا بيان لها,لا بيانَ لها
32341,وإن كانت أصولا,وإن كانت أُصولاً
32342,كنا نتعاجم أن,كُنّا نتَعاجَمُ أَن
32343,ملكا ينطق على,مَلَكاً يَنْطِقُ على
32344,لسان عمر أي,لسان عُمَر أَي
32345,ما كنا نكني,ما كنا نَكْني
32346,ونوريوكل من لم,ونُوَرّيوكلُّ مَنْ لم
32347,يفصح بشيء فقد,يُفْصح بشيء فقد
32348,عليه الكلام والمستعجم,عليه الكلامُ والمُسْتَعجِمُ
32349,كل بهيمةوفي الحديث,كلُّ بهيمةٍوفي الحديث
32350,العجماء جرحها جبار,العَجْماءُ جُرْحُها جُبارٌ
32351,أي لا دية,أَي لا دِيةَ
32352,فيه ولا قود,فيه ولا قَودَ
32353,أراد بالعجماء البهيمة,أَراد بالعَجْماء البهيمة
32354,سميت عجماء لأنها,سُمِّيت عَجْماءَ لأَنها
32355,لا تتكلم قال,لا تَتَكلَّمُ قال
32356,وكل من لا,وكلُّ مَن لا
32357,يقدر على الكلام,يقدِرُ على الكلام
32358,فهو أعجم الحديث,فهو أَعجم الحديث
32359,بعدد كل فصيح,بعدَدِ كل فصيح
32360,وأعجم قيل أراد,وأَعْجَم قيل أَراد
32361,بعدد كل آدمي,بعدد كل آدَمِيٍّ
32362,وبهيمة ومعنى قوله,وبهيمةٍ ومعنى قوله
32363,العجماء جرحها جبار,العجماءُ جُرْحُها جُبارٌ
32364,أي البهيمة تنفلت,أَي البهيمة تنفلت
32365,فتصيب إنسانا في,فتصيبُ إنساناً في
32366,انفلاتها فذلك هدر,انْفِلاتها فذلك هَدَرٌ
32367,وهو معنى الجبارويقال,وهو معنى الجُبارويقال
32368,قرأ فلان فاستعجم,قرأَ فلان فاسْتَعْجمَ
32369,عليه ما يقرؤه,عليه ما يَقْرؤه
32370,إذا التبس عليه,إذا الْتَبَسَ عليه
32371,فلم يتهيأ له,فلم يَتَهيَّأْ له
32372,أن يمضي فيهوصلاة,أَن يَمضِي فيهوصلاةُ
32373,النهار عجماء لإخفاء,النهارِ عَجماءُ لإخْفاء
32374,أنه لا يسمع,أَنه لا يُسْمَعُ
32375,فيها على المصلي,فيها على المُصَلِّي
32376,قراءته إذا لم,قِراءته إذا لم
32377,الرجل سكتواستعجمت عليه,الرجل سكَتواستَعجمت عليه
32378,قراءته انقطعت فلم,قراءتُه انقطعت فلم
32379,يقدر على القراءة,يَقْدِرْ على القراءة
32380,كان أحدكم يصلي,كانَ أحدكُم يُصلِّي
32381,فاستعجمت عليه قراءته,فاسْتعجَمَتْ عليه قِراءتُه
32382,فليتم أي أرتج,فَلْيُتِمَّ أَي أُرْتِجَ
32383,عليه فلم يقدر,عليه فلم يقدِرْ
32384,أن يقرأ كأنه,أَن يقرأَ كأَنه
32385,صار به عجمة,صارَ به عُجْمةٌ
32386,وكذلك استعجمت الدار,وكذلك اسْتَعْجَمَتِ الدارُ
32387,صم صداها وعفا,صَمَّ صَداها وعَفا
32388,رسمها واستعجمت عن,رَسْمُها واسْتَعْجَمَتْ عن
32389,منطق السائل عداه,مَنْطِقِ السائلِ عَدَّاه
32390,بعن لأن استعجمت,بِعن لأَن اسْتَعْجَمَت
32391,بمعنى سكتت وقول,بمعنى سكتَتْ وقول
32392,علقمة يصف فرسا,علقمة يَصف فرساً
32393,سلاءة كعصا النهدي,سُلاَّءَةٌ كعَصا النَّهْدِيّ
32394,غل لها ذو,غُلَّ لها ذُو
32395,فيئة من نوى,فَيْئةٍ من نَوَى
32396,قران معجوم قال,قُرَّانَ معجومُ قال
32397,قوله غل لها,قوله غُلَّ لها
32398,أي أدخل لها,أَي أُدخِلَ لها
32399,إدخالا في باطن,إدخالاً في باطن
32400,الحافر في موضع,الحافرِ في موضع
32401,النسور وشبه النسور,النُّسور وشَبَّه النُّسورَ
32402,بنوى قران لأنها,بِنَوَى قُرَّانَ لأَنها
32403,صلاب وقوله ذو,صِلابٌ وقوله ذُو
32404,فيئة يقول له,فَيئَة يقول له
32405,رجوع ولا يكون,رُجوعٌ ولا يكون
32406,ذلك إلامن صلابته,ذلك إلامن صَلابتِه
32407,وهو أن يطعم,وهو أَن يَطعَمَ
32408,البعير النوى ثم,البعيرُ النَّوَى ثم
32409,يفت بعره فيخرج,يُفَتَّ بَعرُه فيُخْرَجَ
32410,منه النوى فيعلفه,منه النَّوَى فيُعلَفَه
32411,مرة أخرى ولا,مَرَّةً أُخرى ولا
32412,من صلابته وقوله,من صَلابته وقوله
32413,معجوم يريد أنه,مَعْجوم يريد أَنه
32414,نوى الفم وهو,نَوى الفَم وهو
32415,أجود ما يكون,أَجود ما يكون
32416,من النوى لأنه,من النَّوى لأَنه
32417,أصلب من نوى,أَصْلَبُ من نَوى
32418,النبيذ المطبوخوفي حديث,النبيذِ المطبوخوفي حديث
32419,أم سلمة نهانا,أُمّ سلمة نهانا
32420,عليه وسلم أن,عليه وسلم أَن
32421,نعجم النوى طبخا,نَعْجُمَ النَّوَى طَبخاً
32422,وهو أن نبالغ,وهو أَن نُبالِغَ
32423,في طبخه ونضجه,في طَبْخِه ونُضْجه
32424,يتفتت النوى وتفسد,يَتَفتَّتَ النَّوَى وتَفْسُدَ
32425,قوته التي يصلح,قُوّتُه التي يَصْلُحُ
32426,المعنى أن التمر,المعنى أَن التمر
32427,إذا طبخ لتؤخذ,إذا طُبِخَ لِتُؤْخذَ
32428,حلاوته طبخ عفوا,حَلاوتهُ طُبِخَ عَفواً
